-73.79472960993331,40.78640992458295,False,6.0,89767.4089992256
-73.79269001139508,40.785971679367854,False,6.0,112468.42443568318
-73.75248912835859,40.76053068809736,False,4.0,16613.699597408275
-73.74255311652652,40.75178576471648,False,6.0,75624.70397642296
-73.96138146170809,40.796583518861404,True,27.0,81796.05171965386
-73.95989878607074,40.800417871432565,True,32.0,91882.94747102061
-73.97500998429997,40.78263591370916,True,36.0,76938.63852398873
-73.97360787356367,40.78281113348086,True,35.0,76142.10670348915
-73.929884501513,40.86095681239563,True,17.0,57972.71806158045
-73.92973300859559,40.864188080642045,True,20.0,63173.65386877797
-73.96934747101305,40.785305850560306,True,40.0,85335.46095428069
-73.97142371730342,40.784695078714265,True,31.0,79195.29889795522
-73.98185942186241,40.78840541494759,True,25.0,65237.394521514136
-73.95831480241165,40.81572603420986,True,34.0,92935.03958448574
-73.96206055886344,40.81053832378524,True,26.0,77969.12416267685
-74.01152015062543,40.70296793648404,False,17.0,58794.032167410114
-74.01594508647072,40.70670134996077,False,13.0,57914.360856021565
-74.000099711796,40.71065817258599,True,26.0,74898.88734025507
-73.97993388876827,40.76835920258271,True,55.0,101520.88992301466
-73.97997372237955,40.77037819209664,True,59.0,102527.35005530638
-73.98173293935082,40.767857129784396,True,67.0,110467.24001189486
-73.98247806355846,40.76882186195596,True,63.0,106120.88709831452
-73.98432226668443,40.769849249997925,True,57.0,101419.12749743933
-73.99165032984331,40.774445289115086,True,51.0,91467.66194349632
-73.96794862826293,40.78722909262964,True,33.0,80978.33401804716
-73.97411820787846,40.79149860972249,True,24.0,70602.00521563087
-74.01382104355233,40.71378048024932,True,32.0,84860.64500571296
-73.93792585208033,40.80372027427036,True,47.0,131998.7593278749
-73.93631850835155,40.80302420294291,True,46.0,130045.450438243
-73.98073094215152,40.71164975812519,True,20.0,55820.56035879601
-74.01027886119832,40.71973666552969,True,27.0,80671.71288552723
-73.97583771969556,40.79632704069586,False,15.0,57241.629709387984
-73.94102157258065,40.78523966442619,True,24.0,58456.37394797547
-73.93535780706424,40.79083326890067,False,7.0,25087.433881283043
-73.97413070127956,40.7464105978887,True,70.0,112510.87553456856
-73.97060233678114,40.74735443212284,True,62.0,104128.17994875218
-73.97540809301452,40.745448631958126,True,71.0,114792.29869730095
-73.97653490033666,40.745439692088645,True,82.0,130961.47681959695
-73.974038187867,40.71677059729644,False,15.0,54125.09068214372
-73.96927008628592,40.72254524478627,True,18.0,49418.29754837466
